ID,ERTS_number,County,City,Address1,Address2,Location,Latitude,Longitude,Medium,Incident_Category,Source_Type,Source,Oil_type,Quantity_total,QuantityToWater,Quantity_Imp,Quantity_recovered,Activity,Cause_Type,Cause,Regulated,Impact,Date_incident,CaseName,ReportID
339,663282,PIERCE,PACIFIC-PIERCE,Corner of Stewart & Butte,,Ditch leading to White River,47.250206,-122.244835,Fresh water,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,LUBE OIL/MOTOR OIL,1.0,1.0,,0.0,NOT OPERATING OR PERFORMING DESIGNED FUN,EXTERNAL CONDITIONS,RAIN,N,WATER POLLUTION,3/1/2016,White River Flooding Oil Residue - Pacific 3-1-16,168050
340,663284,KING,SHORELINE,1175 N 205TH ST,,COSTCO,47.777783,-122.344224,Fresh water,Oil Spill,Facility,RETAIL PETROLEUM OUTLET,GASOLINE,3.0,3.0,,,FUELING (VESSEL),HUMAN ERROR,INATTENTION/DISTRACTION,N,WATER POLLUTION,3/1/2016,Costco Fuel Station- gasoline spill to OWS,168071
341,663348,SNOHOMISH,EVERETT,1405 62ND DR SE,,,47.87385,-122.14843,Fresh water,Oil Spill,Facility,POWER GENERATION UTILITY,MINERAL OIL/TRANSFORMER OIL,1.0,1.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,WATER POLLUTION,3/3/2016,ERTS 663348,171677
342,663389,PIERCE,PUYALLUP,102 Valley Ave NE, ,ARS SHELL NO. 407,47.20556,-122.29293,Catch Basin - Wet,Oil Spill,Facility,RETAIL PETROLEUM OUTLET,GASOLINE,34.93000030517580,34.93000030517580,,5.0,FUELING (NON-VESSEL),EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,3/4/2016,Puyallup Shell Gasoline Spill 3/4/16,168127
343,663373,KING,KIRKLAND,70 Kirkland Ave,,,47.67538,-122.20704,Fresh water,Oil Spill,Public Lands,HIGHWAY/ROAD,GREASE,5.0,5.0,,5.0,MAINTENANCE/TESTING,ORG/MANAGEMENT FAILURE,INADEQUATE PROCEDURE/POLICY,N,"CONTAMINATED ROADWAY/PARKING LOT, WATER POLLUTION",3/4/2016,B &  G Property Maintenance Grease Spill,168163
345,663430,THURSTON,OLYMPIA,721 Columbia St SW,,Capitol Lake,47.04108,-122.90281,Fresh water,Oil Spill,Unknown,UNKNOWN,LUBE OIL/MOTOR OIL,1.0,1.0,,0.0,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,3/8/2016,Capitol Lake Oil Sheen 3-7-16,168215
346,662610,SNOHOMISH,EVERETT,9931 19th Ave SE,,S & S PETROLEUM,47.90755,-122.20629,Fresh water,Oil Spill,Facility,RETAIL PETROLEUM OUTLET,GASOLINE,1.0,1.0,,,FUELING (VESSEL),HUMAN ERROR,INATTENTION/DISTRACTION,N,WATER POLLUTION,1/29/2016,Everett Gas Station Spill  ERTS 662610,170329
348,663486,GARFIELD,POMEROY,,,Little Goose Dam,46.586002,-118.028208,Stream/River,Oil Spill,Vessel,SPILL RESPONSE VESSEL,GASOLINE,5.0,5.0,,0.0,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,3/5/2016,Little Goose Dam spill 3/5/16,168220
349,663424,KITSAP,BAINBRIDGE ISLAND,SR 305,,,47.669588,-122.530308,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,25.0,25.0,,25.0,UNDERWAY OR IN MOTION,HUMAN ERROR,INATTENTION/DISTRACTION,N,WATER POLLUTION,3/7/2016,ERTS # 663424,168312
350,663426,KING,KIRKLAND,11316 NE 124TH ST,,,47.71165,-122.18982,Catch Basin - Wet,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,OTHER,5.0,5.0,,5.0,NOT OPERATING OR PERFORMING DESIGNED FUN,HUMAN ERROR,SABOTAGE/SUSPECTED ILLEGAL ACTIVITY,N,WATER POLLUTION,3/7/2016,ERTS # 663426,168313
351,663491,WHATCOM,FERNDALE,3901 UNICK RD,,PHILLIPS 66,48.833891,-122.68807,Fresh water,Oil Spill,Facility,REFINERY,DIESEL/MARINE GAS OIL,100.0,100.0,,,MAINTENANCE/TESTING,HUMAN ERROR,IMPROPER EQUIPMENT USE,N,WATER POLLUTION,3/9/2016,Phillips 66 Oil Spill,168243
352,663557,WHITMAN,PULLMAN,770 N Grand Ave,,Mobil ,46.735637,-117.175965,Storm Water Retention Pond - Wet,Oil Spill,Vehicle,TANK TRUCK,GASOLINE,125.0,125.0,,125.0,FUELING (NON-VESSEL),HUMAN ERROR,IMPROPER EQUIPMENT USE,N,WATER POLLUTION,3/11/2016,Pullman Mobil spill,168281
353,663505,KING,KENT,6800 S 196 ST,,,47.426691,-122.249339,Catch Basin - Wet,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,5.0,5.0,,0.0,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,3/9/2016,ERTS # 663505,168503
354,663594,SKAGIT,BOW,S I-5,,,48.534832,-122.353739,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,20.0,20.0,,5.0,UNDERWAY OR IN MOTION,HUMAN ERROR,INATTENTION/DISTRACTION,N,WATER POLLUTION,3/14/2016,ERTS # 663594,168505
355,663618,WALLA WALLA,BURBANK,2763 Monument Dr,,Ice Harbor Dam,46.24692,-118.8808,Stream/River,Oil Spill,Facility,POWER GENERATION UTILITY,LUBE OIL/MOTOR OIL,1.0,1.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,3/14/2016,Ice Harbor Dam/One gallon governer oil,168319
356,663694,KING,ISSAQUAH,1025 NW GILLMAN BLVD,,STAPLES,47.545092,-122.052865,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,30.0,30.0,,30.0,UNDERWAY OR IN MOTION,HUMAN ERROR,INATTENTION/DISTRACTION,N,WATER POLLUTION,3/16/2016,STAPLES,168356
359,662832,KING,SEATTLE,2821 14TH AVE W,,,47.64548,-122.37525,Catch Basin - Wet,Oil Spill,Vehicle,COMMERCIAL TRUCK,OTHER,1.0,1.0,,0.0,MAINTENANCE/TESTING,HUMAN ERROR,SABOTAGE/SUSPECTED ILLEGAL ACTIVITY,N,WATER POLLUTION,2/10/2016,Westlake Associates Paint Dumping,168400
360,663688,COWLITZ,WOODLAND-COWLITZ,1475 Port Way,,,45.91524,-122.76021,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,2.0,2.0,,,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,3/15/2016,Truck Force LLC Fuel Spill 3/16/16,168406
361,663723,LEWIS,CHEHALIS,Forest Napavine Rd E,,Marsh adjacent to roadway,46.58997,-122.86705,Wetland - Fresh,Vehicular Accident-Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,5.0,5.0,,4.0,UNDERWAY OR IN MOTION,HUMAN ERROR,JUDGMENT,N,"SOIL CONTAMINATION, WATER POLLUTION",3/17/2016,All Service Transport Diesel Spill,168418
362,663586,KING,SEATTLE,2309 N Northlake Way,,DUNATO`S MARINA,47.64922,-122.33076,Lake,Oil Spill,Unknown,UNKNOWN,DIESEL/MARINE GAS OIL,11.3100004196167,11.3100004196167,,0.0,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,3/11/2016,Lake Union Unknown Sheen,168424
363,663760,KITSAP,PORT ORCHARD,HWY 16 & SE MULLENIX RD,,,47.4675,-122.62476,Wetland - Fresh,"Oil Spill,Vehicular Accident-Oil Spill",Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,50.0,50.0,,35.0,UNDERWAY OR IN MOTION,"UMAN ERROR,UNKNOWN","FATIGUE/REDUCED ALERTNESS, UNKNOWN",N,WATER POLLUTION,3/17/2016,KHALIS TRANSPORT TRUCK ROLLOVER PORT ORCHARD,168507
364,663773,WHATCOM,BELLINGHAM,CEDAR ACRES ST,,LAKE SAMISH,48.658505,-122.37817,Fresh water,Oil Spill,Vehicle,AIRCRAFT,GASOLINE,3.0,3.0,,0.0,UNDERWAY OR IN MOTION,HUMAN ERROR,LACK OF SITUATIONAL AWARENESS,N,WATER POLLUTION,3/20/2016,ULTRALIGHT AIRCRAFT CRASH INTO LAKE SAMISH,168568
365,663423,THURSTON,GRAND MOUND,"Interstate 5 NB, just S of Exit 88",,Public Roadway,46.79692,-123.01049,Catch Basin - Wet,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,20.0,20.0,,1.0,UNDERWAY OR IN MOTION,XTERNAL CONDITIONS,"RAIN, REDUCED VISIBILITY",N,WATER POLLUTION,3/7/2016,Groat Bros. Semi Accident and Diesel Spill,168527
366,663849,CLARK,VANCOUVER,12800 NE 4th St,,Parkville Plain Apt,45.62342,-122.54118,Catch Basin - Wet,Oil Spill,Vehicle,NON-COMMERCIAL VEHICLE,GASOLINE,10.0,10.0,,0.0,Z-UNKNOWN,HUMAN ERROR,SABOTAGE/SUSPECTED ILLEGAL ACTIVITY,N,WATER POLLUTION,3/23/2016,Chevy Silverado fuel spill,168582
368,663868,KING,SEATTLE,7318 35TH AVE NE,,,47.681751,-122.29041,Fresh water,Oil Spill,Private Property,RESIDENTIAL,WASTE OIL,1.0,1.0,,1.0,Z- UNKNOWN,HUMAN ERROR,JUDGMENT,N,WATER POLLUTION,3/23/2016,SPU Illegal dumping Seattle,168815
369,663649,KING,SEATTLE,1441 N NORTHLAKE WAY,,NORTHLAKE SHIPYARD,47.64698,-122.33922,Fresh water,Oil Spill,Vessel,TUG,LUBE OIL/MOTOR OIL,1.0,1.0,,0.5,INTERNAL TRANSFER,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,3/15/2016,Tug Samson Mariner waste oil spill,169372
370,663808,KING,SEATTLE,1410 12TH AVE,,,47.61341,-122.31677,Catch Basin - Wet,Oil Spill,Vehicle,COMMERCIAL TRUCK,HYDRAULIC OIL,15.0,15.0,,,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,WATER POLLUTION,3/21/2016,Reliable Carriers Hydraulic oil Spill 3/21/2016,168682
371,663821,KING,SEATTLE,,,FOSS SHIP YARD/BALLARD LOCKS,47.659302,-122.373583,Fresh water,Oil Spill,Vessel,TUG,DIESEL/MARINE GAS OIL,20.0,20.0,,15.0,MAINTENANCE/TESTING,UMAN ERROR,"INATTENTION/DISTRACTION, OTHER - HUMAN ERROR",N,WATER POLLUTION,3/21/2016,"Tug Ocean Eagle, oil spill",168672
372,663828,SNOHOMISH,ARLINGTON,SR 530 & 211TH PL NE,,,48.18824,-122.14335,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,MINERAL OIL/TRANSFORMER OIL,100.0,100.0,,,UNDERWAY OR IN MOTION,HUMAN ERROR,INATTENTION/DISTRACTION,N,SOIL CONTAMINATION,3/21/2016,Dump truck collision and diesel spill on Hwy 530,168675
373,663830,KING,SEATAC,17850 MILITARY RD S,,,47.44317,-122.27353,Fresh water,Oil Spill,Unknown,UNKNOWN,GASOLINE,7.0,7.0,,,Z- OTHER,HUMAN ERROR,DELIBERATE VIOLATION,N,WATER POLLUTION,3/18/2016,Illegal Dump SEATAC,177621
374,663890,PIERCE,PUYALLUP,16200 block of Canyon Rd E,,,47.108,-122.357,Fresh water,Oil Spill,Vehicle,OTHER - VEHICLE,GASOLINE,1.0,1.0,,0.0,UNDERWAY OR IN MOTION,HUMAN ERROR,JUDGMENT,N,"CONTAMINATED ROADWAY/PARKING LOT, WATER POLLUTION",3/24/2016,Vehicle accident oil spill,168671
375,663895,CLARK,VANCOUVER,8817 NE St. Johns RD,,,45.686,-122.624,Fresh water,Oil Spill,Facility,RETAIL PETROLEUM OUTLET,GASOLINE,2.0,2.0,,,FUELING (NON-VESSEL),HUMAN ERROR,INATTENTION/DISTRACTION,N,CONTAMINATED ROADWAY/PARKING LOT,3/23/2016,Gas station spill,171169
377,664014,KING,SEATTLE,10865 6TH AVE S,,,47.506391,-122.326089,Fresh water,Oil Spill,Private Property,RESIDENTIAL,LUBE OIL/MOTOR OIL,2.0,2.0,,0.0,MAINTENANCE/TESTING,HUMAN ERROR,JUDGMENT,N,WATER POLLUTION,3/30/2016,White Center Illegal dumping ,168905
381,664085,SNOHOMISH,EVERETT,1915 W MUKILTEO BLVD,,,47.95766,-122.25566,Fresh water,"Oil Spill,Other Non-Oil",Private Property,RESIDENTIAL,WASTE WATER,20.0,20.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,HUMAN ERROR,JUDGMENT,N,WATER POLLUTION,4/4/2016,Soap Spill to Creek Everett,168928
382,664085,SNOHOMISH,EVERETT,1915 W MUKILTEO BLVD,,,47.95766,-122.25566,Fresh water,"Oil Spill,Other Non-Oil",Private Property,RESIDENTIAL,UNKNOWN,20.0,20.0,,0.0,STATIC OR PERFORMING DESIGNED FUNCTION,HUMAN ERROR,JUDGMENT,N,WATER POLLUTION,4/4/2016,Soap Spill to Creek Everett,168928
383,664180,KING,SEATTLE,3919 18TH AVE W,,FISHERMANS TERMINAL,47.65548,-122.38025,Fresh water,Oil Spill,Vessel,FISHING VESSEL,OILY WATER MIXTURE,2.0,2.0,,0.0,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,4/8/2016, Lake Union Ship Canal Unknown Sheen,168932
384,664183,KING,SEATTLE,BALLARD BRIDGE,,,47.661283,-122.376231,Fresh water,Oil Spill,Vessel,FISHING VESSEL,OILY WATER MIXTURE,2.0,2.0,,0.0,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,4/8/2016,Lake union ship canal unknown sheen,168933
386,664285,KING,SEATTLE,BALLARD LOCKS,,,47.6654,-122.397264,Canal,Oil Spill,Facility,MARINE TERMINAL,DIESEL/MARINE GAS OIL,5.0,5.0,,0.0,BILGE PUMPING,HUMAN ERROR,IMPROPER EQUIPMENT USE,N,WATER POLLUTION,4/13/2016,Salmon Bay Sheen,169023
388,664132,KING,KIRKLAND,321 PARK PL CENTER,,,47.678713,-122.199219,Fresh water,Oil Spill,Vehicle,CONSTRUCTION/UTILITY VEHICLE,LUBE OIL/MOTOR OIL,1.0,1.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,4/5/2016,KIRKLAND VAC TRUCK 1 GALLON MOTOR OIL SPILL TO SD,169700
391,664390,PIERCE,TACOMA,2100 Block of S Commerce Street,,,47.242868,-122.437139,Catch Basin - Wet,Fire/explosion,Facility,COMMERCIAL/INDUSTRIAL FACILITY,OILY WATER MIXTURE,1.0,1.0,,,NOT OPERATING OR PERFORMING DESIGNED FUN,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,WATER POLLUTION,4/17/2016,Tacoma Steel Works Warehouse Fire,169107
393,664281,KING,BELLEVUE,I-405 & NE 8TH ST,,,47.61431,-122.18842,Wetland - Fresh,"Oil Spill,Vehicular Accident-Oil Spill",Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,40.0,40.0,,30.0,UNDERWAY OR IN MOTION,HUMAN ERROR,INATTENTION/DISTRACTION,N,WATER POLLUTION,4/12/2016,Quality Custom Distribution Diesel Spill Bellevue,169147
394,664209,KING,SEATTLE,11550 LAKE CITY WAY NE,,SEATTLE MINI COOPER,47.714088,-122.298013,Fresh water,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,LUBE OIL/MOTOR OIL,1.0,1.0,,1.0,STATIC OR PERFORMING DESIGNED FUNCTION,UNKNOWN,UNKNOWN,N,WATER POLLUTION,4/10/2016,Motor Oil Release Seattle Mini Dealership,169145
395,664455,WALLA WALLA,BURBANK,,,North end Island Vane Rd.,46.239306,-118.937436,Stream/River,Oil Spill,Facility,SHIPYARD/PORT FACILITY,LUBE OIL/MOTOR OIL,1.0,1.0,,0.0,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,4/20/2016,Hancock Farmland Service/ sheen at dock on Snake R.,169199
397,664461,KING,SEATTLE,14415 GREENWOOD AVE N,,,47.733691,-122.355602,Fresh water,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,GREASE,5.0,5.0,,5.0,MAINTENANCE/TESTING,HUMAN ERROR,JUDGMENT,N,WATER POLLUTION,4/20/2016,Greenwood Pressure Washing,169249
398,663862,COWLITZ,KALAMA,2310 Hendrickson Dr N,,Bennu Glass,46.03142,-122.85741,Fresh water,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,OILY WATER MIXTURE,20.0,20.0,,,STATIC OR PERFORMING DESIGNED FUNCTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,3/23/2016,OI Glass Petroleum In Stormwater System on Site,169255
399,664527,ADAMS,OTHELLO,Foley Rd and Booker Rd,,,46.85421,-119.04248,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,5.0,5.0,,,UNDERWAY OR IN MOTION,HUMAN ERROR,INATTENTION/DISTRACTION,N,WATER POLLUTION,4/23/2016,"J& W Semi in Canal, Othello",169286
400,664539,COLUMBIA,DAYTON,1001 Little Goose Dam Rd,,Little Goose Dam,46.586,-118.02821,Stream/River,Oil Spill,Facility,POWER GENERATION UTILITY,HYDRAULIC OIL,5.0,5.0,,5.0,MAINTENANCE/TESTING,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,4/22/2016,"USACE Little Goose Dam, 5 gallon hydraulic to gate slot",169285
401,664464,KING,SEATTLE,8818 18TH AVE SW,,,47.524069,-122.357739,Fresh water,Oil Spill,Vehicle,NON-COMMERCIAL VEHICLE,LUBE OIL/MOTOR OIL,1.0,1.0,,0.0,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,4/21/2016,City of Seattle Roadway Sheen,169318
402,664471,WHATCOM,BELLINGHAM,722 COHO WAY,,,48.757952,-122.50382,Puget Sound,Oil Spill,Vessel,FISHING VESSEL,HYDRAULIC OIL,1.0,1.0,,0.0,STATIC OR PERFORMING DESIGNED FUNCTION,HUMAN ERROR,JUDGMENT,N,WATER POLLUTION,4/21/2016,FV Orion spill Squalicum Harbor,169320
404,664531,KING,KIRKLAND,10020 NE 137TH ST,,SAFEWAY FUEL STATION,47.722844,-122.205641,Fresh water,Oil Spill,Facility,RETAIL PETROLEUM OUTLET,GASOLINE,3.0,3.0,,2.5,FUELING (NON-VESSEL),HUMAN ERROR,INATTENTION/DISTRACTION,N,WATER POLLUTION,4/24/2016,Safeway gasoline spill Kirkland,169333
407,664567,GRAYS HARBOR,HOQUIAM,702 28th St,,,46.97222,-123.86075,Fresh water,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,LUBE OIL/MOTOR OIL,15.0,15.0,,15.0,NOT OPERATING OR PERFORMING DESIGNED FUN,HUMAN ERROR,DELIBERATE VIOLATION,N,WATER POLLUTION,4/26/2016,Hoquiam Pump Station,169378
408,664602,KING,KIRKLAND,ST EDWARDS PARK & DENNY PARK,,,47.719554,-122.262262,Fresh water,Oil Spill,Unknown,UNKNOWN,DIESEL/MARINE GAS OIL,1.0,1.0,,0.0,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,4/27/2016,Lake Washington Mystery Sheen,169399
410,664434,KITTITAS,THORP,HWY 10 MP 92,,Bristol Flats,47.0705,-120.65697,Ditch - Wet,"Oil Spill,Chemical Release",Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,100.0,100.0,,100.0,UNDERWAY OR IN MOTION,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,SOIL CONTAMINATION,4/18/2016,McGregor Fertilizer truck accident,169410
413,664637,KING,KENMORE,14445 JUANITA DR NE,,,47.73107,-122.264219,Fresh water,Oil Spill,Unknown,UNKNOWN,OILY WATER MIXTURE,1.409999966621400,1.409999966621400,,0.0,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,4/28/2016,LAKE WASHINGTON SHEEN KIRKLAND,169470
414,664669,SNOHOMISH,SNOHOMISH,"HIGHWAY 9, MP 7.02",,,47.87995,-122.10936,Fresh water,Oil Spill,Public Lands,DRUM OR CONTAINER,LUBE OIL/MOTOR OIL,2.0,2.0,,2.0,STATIC OR PERFORMING DESIGNED FUNCTION,HUMAN ERROR,DELIBERATE VIOLATION,N,WATER POLLUTION,4/29/2016,ABANDONED DRUMS HWY 9 SNOHOMISH,169571
416,664377,KING,SEATTLE,520 BRIDGE,,,47.649109,-122.315128,Fresh water,Oil Spill,Unknown,UNKNOWN,DIESEL/MARINE GAS OIL,1.0,1.0,,0.0,Z- UNKNOWN,UNKNOWN,UNKNOWN,N,WATER POLLUTION,4/16/2016,Portage Bay Sheen,169780
418,664414,KING,KENT,2500 FRAGER RD,,,47.384096,-122.271978,Fresh water,Oil Spill,Vehicle,NON-COMMERCIAL VEHICLE,GASOLINE,1.0,1.0,,0.0,NOT OPERATING OR PERFORMING DESIGNED FUN,EQUIPMENT/MATERIAL FAILURE,STRUCTURAL FAILURE,N,WATER POLLUTION,4/18/2016,Kent Auto retrieval,169783
420,663588,KING,BELLEVUE,3000 Landerholm Circle SE,,BELLEVUE COLLEGE,47.58438,-122.14848,Fresh water,Oil Spill,Unknown,UNKNOWN,USED OIL,1.0,1.0,,,UNDERWAY OR IN MOTION,UNKNOWN,UNKNOWN,N,POTENTIAL POLLUTION ONLY-NO RELEASE,3/12/2016,Bellevue College Oil Spill to Parking Lot ,171025
421,663652,KING,SEATTLE,I-5 & LAKE CITY WAY,,,47.68143,-122.320295,Fresh water,Oil Spill,Vehicle,NON-COMMERCIAL VEHICLE,DIESEL/MARINE GAS OIL,50.0,50.0,,,UNDERWAY OR IN MOTION,UNKNOWN,UNKNOWN,N,WATER POLLUTION,3/14/2016,DOT Oil Spill to Roadway ,171011
422,663684,WHATCOM,BELLINGHAM,,,FAIRHAVEN SHIPYARD DRY DOCK,48.72039,-122.51552,Puget Sound,Oil Spill,Vessel,PUBLIC VESSEL,HYDRAULIC OIL,15.0,15.0,,,NOT OPERATING OR PERFORMING DESIGNED FUN,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,3/15/2016,"USCGC Maple, oil spill",171010
425,664426,WHATCOM,BELLINGHAM,48XX GUIDE MERIDIAN,,,48.83688,-122.485983,Fresh water,Oil Spill,Private Property,VACANT LAND,LUBE OIL/MOTOR OIL,5.0,5.0,,,CONSTRUCTION,HUMAN ERROR,DELIBERATE VIOLATION,N,WATER POLLUTION,4/17/2016,"Silver creek possible oil spill, neighbor complaint",169707
426,664725,KING,SHORELINE,175TH & MERIDIAN AVE N,,,47.75599,-122.33489,Storm Drain Pipe,Oil Spill,Vehicle,NON-COMMERCIAL VEHICLE,COOLANT,1.0,1.0,,,Z-UNKNOWN,EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,5/3/2016,KC METRO BUS COOLANT SPILL,170265
428,664721,KING,SEATTLE,401 ALASKAN WAY S,,,47.598057,-122.337136,Storm Drain Pipe,Oil Spill,Vehicle,COMMERCIAL TRUCK,COOLANT,9.0,9.0,,0.0,Z- OTHER,HUMAN ERROR,INATTENTION/DISTRACTION,N,WATER POLLUTION,5/2/2016,TOTAL TERMINALS COOLANT SPILL SEATTLE,169636
429,664708,KING,SEATTLE,520 BRIDGE,,,47.644009,-122.277927,Fresh water,Oil Spill,Vehicle,CONSTRUCTION/UTILITY VEHICLE,DIESEL/MARINE GAS OIL,1.0,1.0,,0.5,FUELING (NON-VESSEL),HUMAN ERROR,INEXPERIENCE,N,WATER POLLUTION,5/2/2016,520 bridge project diesel spill,169771
431,664730,LEWIS,CHEHALIS,153 NW State Ave,,CENEX Fueling Facility,46.66201,-122.97321,Wetland - Fresh,"Oil Spill,Fire/Explosion",Facility,RETAIL PETROLEUM OUTLET,LUBE OIL/MOTOR OIL,95.0,95.0,,76.0,STATIC OR PERFORMING DESIGNED FUNCTION,UNKNOWN,UNKNOWN,N,"AIR POLLUTION, CONTAMINATED ROADWAY/PARKING LOT, NATURAL RESOURCE DAMAGE, SOIL CONTAMINATION, WATER POLLUTION",5/1/2016,CENEX Fire and Oil Spill,169752
437,664542,SNOHOMISH,BOTHELL - SNOH,17703 15TH AVE SE,,ACCRA MANUFACTURING,47.836623,-122.209438,Fresh water,Oil Spill,Facility,COMMERCIAL/INDUSTRIAL FACILITY,CUTTER STOCK,20.0,20.0,,15.0,OIL TRANSFER (NON-FUEL),HUMAN ERROR,INATTENTION/DISTRACTION,N,WATER POLLUTION,4/25/2016,ERTS # 664542 4/25/2016,169871
438,664559,KING,ISSAQUAH,1801 10TH AVE NW,,COSTCO,47.551245,-122.050026,Fresh water,Oil Spill,Facility,RETAIL PETROLEUM OUTLET,GASOLINE,3.0,3.0,,3.0,FUELING (NON-VESSEL),EQUIPMENT/MATERIAL FAILURE,MECHANICAL FAILURE,N,WATER POLLUTION,4/25/2016,ERTS # 664559,169876
439,663521,SKAGIT,EDISON,14710 SUNSET RD,,,48.54484,-122.42841,Fresh water,Oil Spill,Vehicle,COMMERCIAL TRUCK,DIESEL/MARINE GAS OIL,20.0,20.0,,0.0,UNDERWAY OR IN MOTION,HUMAN ERROR,FATIGUE/REDUCED ALERTNESS,N,WATER POLLUTION,3/10/2016,Diesel Spill Edison,177633
442,664873,KING,SEATTLE,5300 26TH AVE NW,,BALLARD OIL DOCK,47.667882,-122.389148,Fresh water,Oil Spill,Vessel,FISHING VESSEL,DIESEL/MARINE GAS OIL,1.0,1.0,,1.0,FUELING (VESSEL),HUMAN ERROR,JUDGMENT,N,WATER POLLUTION,5/10/2016,FV Nordic Star Diesel Spill Seattle,169928
443,664965,KING,SEATTLE,S PORTLAND ST & 8TH AVE S,,,47.533279,-122.322872,Catch Basin - Wet,Oil Spill,,,OTHER,5.0,5.0,,1.0,Z- UNKNOWN,UNKNOWN,UNKNOWN,,WATER POLLUTION,5/10/2016,UNKNOWN SUBSTANCE RELEASE SEATTLE ERTS 664965,169934
444,664740,KING,SEATTLE,8TH AVE NW & NW 64TH ST,,,47.675279,-122.366047,Fresh water,Oil Spill,Private Property,DRUM OR CONTAINER,LUBE OIL/MOTOR OIL,1.25,1.25,,1.25,STATIC OR PERFORMING DESIGNED FUNCTION,HUMAN ERROR,SABOTAGE/SUSPECTED ILLEGAL ACTIVITY,N,WATER POLLUTION,5/3/2016,Citizen dumping used motor oil in catch basin,170766
445,664157,SNOHOMISH,GOLD BAR,21502 PAYTON CREEK RD,,,47.80372,-121.55991,Fresh water,Oil Spill,Private Property,RESIDENTIAL,LUBE OIL/MOTOR OIL,1.0,1.0,,0.0,MAINTENANCE/TESTING,HUMAN ERROR,DELIBERATE VIOLATION,N,POTENTIAL POLLUTION ONLY-NO RELEASE,4/7/2016,21502 PAYTON CREEK RD,170175
